index;type;number;name;digit1;digit2;dimensions;surface;elevation;lat;lng;reference;region
609;LAD;2850;EO. SAN EDUARDO;18;36;1300x20;TIERRA;403 mts.;365023,00S;0653241,00W;69 Km al S de VICTORIA, Provincia de LA PAMPA;DRCE
610;LAD;2851;EA. LAS SEMILLAS;01;19;1200x30;TIERRA;127 mts.;340134,30S;0622820,78W;13 Km al NW de AMENABAR, Provincia de SANTA FE;DRCE
611;LAD;2852;EA. JUNCALITO;04;22;1200x30;TIERRA;43 mts.;365305,00S;0581911,56W;18 Km al E de EST SOLANET, Provincia de BUENOS AIRES;DRCE
612;LAD;2853;SAN ANDRES;18;36;1606x20;TIERRA;225 mts.;343540,00S;0643415,50W;25 Km al N de VILLA HUIDOBRO, Provincia de CÓRDOBA;DRNO
613;LAD;2854;EL TOBA;01;19;1323x30;TIERRA;183 mts.;262727,00S;0614853,00W;25 Km al S de PAMPA DE LOS GUANACOS, Provincia de SANTIAGO DEL ESTERO;DRNE
614;LAD;2855;MONTE QUEMADO;02;20;1500x20;ASFALTO;223 mts.;254644,40S;0624939,00W;1,5 Km al N de MONTE QUEMADO, Provincia de SANTIAGO DEL ESTERO;DRNO
615;LAD;2856;MIRADOR;05;23;954x30;TIERRA;96 mts.;345945,87S;0614354,35W;4 Km al ESE de ARENAZA, Provincia de BUENOS AIRES;DRCE
616;LAD;2857;CHAPALAUQUEN;05;23;1215x34;TIERRA;19 mts.;360935,65S;0582808,000W;33,6 Km al SW de PILA, Provincia de BUENOS AIRES;DRCE
617;LAD;2858;SANTA JULIA;05;23;1300x35;TIERRA;67 mts.;280959,65S;0573258,500W;20 Km al SSE de SAN MIGUEL, Provincia de CORRIENTES;DRNE
618;LAD;2860;IDIAZABAL;01;19;1181X30;TIERRA;149 mts.;324858,20S;0625919,19W;4 Km al E de IDIAZABAL, Provincia de CÓRDOBA;DRNO
619;LAD;2861;SAN JUAN;04;22;1006X50;TIERRA;86 mts.;251042,44S;0585252,62W;17 Km al NW de LAGUNA GALLO, Provincia de FORMOSA;DRNE
620;LAD;2862;EA LA IGNACIA;119;1,028;"878x50
695x50";TIERRA;97 mts.;372231,30S;0583343,21W;25 Km al SSW de AYACUCHO, Provincia de BUENOS AIRES;DRCE
621;LADH;2863;QUEBRADAS VILLA RURAL;0;0;15X15;TIERRA;29 mts.;335543,44S;0592654,16W;6 Km al WSW de ALSINA, Provincia de BUENOS AIRES;DRCE
622;LAD;2864;ROLL HERMANOS;927;1,735;"716x15
973x15";TIERRA;24 mts.;345733,00S;0582205,00W;2 Km al NNE de ALEJANDRO KORN, Provincia de BUENOS AIRES;DRCE
623;LAD;2865;LAMAINE;16;34;677x20;TIERRA;92 mts.;342641,00S;0610352,00W;18,5 Km al NW de JUNIN, Provincia de BUENOS AIRES;DRCE
624;LAD;2866;LAGO STROBEL;10;28;1000x30;TIERRA;923 mts.;482756,39S;0711632,41W;81 Km al NW de GOBERNADOR GREGORES, Provincia de SANTA CRUZ;DRSU
625;LAD;2867;EA LA CARLINA;02;20;888x20;TIERRA;108 mts.;322156,47S;0621640,58W;25 Km al E de NOETINGER, Provincia de CÓRDOBA;DRNO
626;LADH;2868;CRIO.GRAL. DON MARIANO SAVIA;0;0;10x10;CONCRETO;30 mts.;330522,50S;0604154,50W;1 Km al SSW del PARAJE LA CAROLINA, Provincia de SANTA FE;DRCE
627;LAD;2869;EA LA NORIA;13;31;1130x31;TIERRA;93 mts.;361919,70S;0602217,20W;32 Km al W de TAPALQUE, Provincia de BUENOS AIRES;DRCE
628;LAD;2870;BAHIA DE LOS MOROS;07;25;980x30;TIERRA;18 mts.;383049,75S;0582823,65W;23 Km al ENE de NECOCHEA, Provincia de BUENOS AIRES;DRCE
629;LAD;2871;ESTANCIA SAN JOSE;10;28;1480x20;TIERRA;154 mts.;375443,22S;0585847,64W;"6 Km al W de LICENCIADO MATIENZO, LOBERIA,
Provincia de BUENOS AIRES";DRCE
630;LAD;2872;ESTABLECIMIENTO LA IFIGENIA;02;20;1483x30;TIERRA;55 mts.;302535,85S;0604605,80W;12 Km al NNW de VILLA SARALEGUI, Provincia de SANTA FE;DRNO
631;LAD;2873;ONAKERA;03;21;993x20;TIERRA;924 mts.;325936,00S;0653007,50W;12 Km al NE de LA TOMA, Provincia de SAN LUIS;DRNO
632;LAD;2874;EL QUIRQUINCHO;01;19;1195x20;TIERRA;92 mts.;300401,6S;0620917,00W;4 Km al WSW de COLONIA ALPINA, Provincia de SANTIAGO DEL ESTERO;DRNO
633;LAD;2875;GENERAL BALLIVIAN/FINCA CUCHUY;02;20;1200x15;TIERRA;283 mts.;230221,49S;0634315,18W;18 Km al SE de GENERAL BALLIVAN, Provincia de SALTA;DRNO
634;LAD;2876;GENERAL MOSCONI/FINCA LA HERCILIA;01;19;1150x15;TIERRA;374 mts.;223649,64S;0633945,41W;15 Km al E de GENERAL MOSCONI, Provincia de SALTA;DRNO
635;LAD;2877;FINCA CALIFORNIA;01;19;781x21;TIERRA;318 mts.;232441,09S;0635743,35W;28 Km al SE de PICHANAL, Provincia de SALTA;DRNO
636;LAD;2878;FINCA CORRALITO;01;19;965x23;TIERRA;263 mts.;22549,61S;0633253,87W;32 Km al E de GRAL BALLIVIAN, Provincia de SALTA;DRNO
637;LAD;2879;FINCA RIO COLORADO;02;20;848x30;TIERRA;332 mts.;232251,94S;0642116,25W;7 Km al ENE de COLONIA SANTA ROSA, Provincia de SALTA;DRNO
638;LAD;2880;FINCA SAN DIEGO;04;22;712x22;TIERRA;330 mts.;225743,89S;0635233,1W;3 Km al SW de GRAL BALLIVIAN, Provincia de SALTA;DRNO
639;LAD;2882;EL GURI;02;20;1600X30;TIERRA;229 mts.;295520,5S;0633329,00W;16 Km al E de VILLA DE MARIA, Provincia de CÓRDOBA;DRNO
640;LAD;2883;SALTO DEL MOCONA;18;36;1100x60;TIERRA;414 mts.;271102,57S;0540623,09W;15 Km al NE de EL SOBERBIO, Provincia de MISIONES;DRNE
641;LAD;2884;ESTANCIA SANTA NICOLASA;523;1,129;"900X20
800X60";TIERRA;"182 mts.
181 mts.";384619,44S;0655510,56W;60 Km al N de CHOELE CHOEL, Provincia de RÍO NEGRO;DRCE
642;LAD;2885;ESTANCIA LUZ MALA;05;23;1000X30;TIERRA;88 mts.;355444,92S;0620837,54W;24 Km al SW de PEHUAJO, Provincia de BUENOS AIRES;DRCE
643;LAD;2886;ESTANCIA LA PROVIDENCIA;05;23;900X30;TIERRA;39 mts.;364501,09S;0581822,18W;46 Km al NNE de AYACUCHO, Provincia de BUENOS AIRES;DRCE
644;LAD;2887;TANCAL AGROPECUARIA DONOVAN;18;36;1200X30;TIERRA;858 mts.;331956,73S;0661359,81W;4 Km al SE de EL CHORRILLO, Provincia de SAN LUIS;DRNO
645;LAD;2888;EST. SAN PEDRO;01;19;1119x20;TIERRA;10 mts.;364220,80S;0574835,70W;7 Km al S de GENERAL GUIDO, Provincia de BUENOS AIRES;DRCE
646;LAD;2889;EST. EL MATACO;05;23;1000X30;TIERRA;130 mts.;245808,83S;0603859,81W;29 Km al S de LAS LOMITAS, Provincia de FORMOSA;DRNE
647;LAD;2890;GENERAL ACHA / ROBERTO TRAPPA;08;26;1700x22;TIERRA;242 mts.;373230,42S;0644249,76W;21 Km al SW de GENERAL ACHA, Provincia de LA PAMPA;DRCE
648;LAD;2891;LA MATILDE;1,735;220;"1405x25
1990x28";TIERRA;283 mts.;375502,00S;0645450,00W;51 Km al NNW de CUCHILLO CO, Provincia de LA PAMPA;DRCE
649;LAD;2892;ESTANCIA EL PAJONAL;16;34;1200x22;TIERRA;69 mts.;355013,97S;0603855,43W;10 Km al NE de DEL VALLE, Provincia de BUENOS AIRES;DRCE
650;LAD;2893;PUERTA DEL LEON;06;24;800x23;TIERRA;82 mts.;273156,00S;0610651,00W;28 Km al SE de GENERAL PINEDO, Provincia de CHACO;DRNE
651;LAD;2894;LOMA S.A.;04;22;900x40;TIERRA;363 mts.;233733,44S;0642838,60W;17 Km al N de YUTO, Provincia de JUJUY;DRNO
652;LAD;2895;ESTABLECIMIENTO SAN CARLOS;06;24;1400x25;TIERRA;110 mts.;335128,38S;0615848,31W;12 Km al S de VENADO TUERTO, Provincia de SANTA FE;DRCE
653;LAD;2896;ESTANCIA LA ABELI;13;31;570x25;TIERRA;96 mts.;293923,91S;0581406,24W;20 Km al NW de CURUZÚ CUATIÁ, Provincia de CORRIENTES;DRNE
654;LADH;2897;PINAMAR/INSPECTOR CLAUDIO FIGUEROA;0;0;20x20;CONCRETO;4 mts.;370607,10S;0565404,00W;37 Km al WNW de PINAMAR, Provincia de BUENOS AIRES;DRCE
655;LAD;2898;LA LUISA;04;22;1040X40;TIERRA;171 mts.;265730,99S;0625423,31W;21 Km Al NW de TINTINA, Provincia de Chaco;DRNO
656;LAD;2899;FINCA HICKMAN;02;20;940X24;TIERRA;263 mts.;231108,00S;0633631,00W;5 Km Al NW de HICKMANN, Provincia de Salta;DRNO
657;LADH;2900;N.E.F. CORZUELA;0;0;10x10;TIERRA;105 mts.;265749,00S;0605721,00W;1,5 Km Al SE de CORZUELA, Provincia de Chaco;DRNE
658;LAD;2901;LAGUNA YEMA / LIAG ARGENTINA;05;23;1300x30;TIERRA;147 mts.;242227,14S;0610218,90W;3 Km al NNW de POZO DEL MORTERO, Provincia de FORMOSA;DRNE
659;LAD;2902;DON KATY;02;20;915x18;TIERRA;104 mts.;324946,52S;0612744,30W;5 Km al SW de CAÑADA DE GOMEZ, Provincia de SANTA FE;DRCE
660;LAD;2903;MEDIALUNA;01;19;1000X15;TIERRA;272 mts.;260232,89S;0635148,18W;42 Km al NE de NUEVA ESPERANZA, Provincia de SANTIAGO DEL ESTEO;DRNO
661;LAD;2904;ESTANCIA LA NORIA;14;32;1313X40;TIERRA;215 mts.;375426,10S;0610737,62W;22 Km al NE de CORONEL PRINGLES, Provincia de BUENOS AIRES;DRCE
662;LAD / LADH;2905;LIUS GIORDANENGO;02;20;729x40;TIERRA;120 mts.;333126,65S;0624409,25W;15 Km al NE de CANALS, Provincia de CÓRDOBA;DRCE
663;LAD;2906;MIRAFLORES;04;22;850x20;TIERRA;70 mts.;340824,35S;0604938,38W;11 Km al NW de ROJAS, Provincia de BUENOS AIRES;DRCE
664;LADH;2907;ÁREA TDF-H1;-;-;-;TIERRA;137 mts.;544046,00S;0681801,00W;13 Km al N de USHUAIA, Provincia de TIERRA DEL FUEGO;DRSU
665;LADH;2908;ÁREA TDF-H2;-;-;-;TIERRA;1335 mts.;544641,00S;0674921,00W;31 Km al NE de USHUAIA, Provincia de TIERRA DEL FUEGO;DRSU
666;LADH;2909;ÁREA TDF-H3;-;-;-;TIERRA;953 mts.;544434,00S;0660933,00W;148 Km al SE de RÍO GRANDE, Provincia de TIERRA DEL FUEGO;DRSU
667;LAD;2910;LA BEBA / EL ENCUENTRO;01;19;817x30;TIERRA;125 mts.;332919,00S;0625832,00W;11 Km al NW de CANALS, Provincia de CÓRDOBA;DRNO
668;LAD;2911;LA EMILIA;05;23;1100x25;TIERRA;62 mts.;255650,42S;0575417,58W;11 Km al S de COLONIA DALMACIA, Provincia de FORMOSA;DRNE
669;LAD;2912;GOUJON;16;34;1086x30;TIERRA;72 mts.;265728,56S;0593029,28W;3 Km al SE de COLONIA ELISA, Provincia de CHACO;DRNE
670;LAD;2913;FORTIN BAGUALES;11;29;1140x25;TIERRA;56 mts.;302920,50S;0605003,00W;13 Km al NE de VILLA SARALEGUI, Provincia de SANTA FE;DRNO
671;LADH;2914;HARUWEN;0;0;25x16;TIERRA;144 mts.;544358,54S;0675402,18W;28 Km al ENE de USHUAIA, Provincia de TIERRA DEL FUEGO;DRSU
672;LADH;2915;LAGUNA ESCONDIDA;0;0;25x25;TIERRA;118 mts.;543806,68S;0674532,23W;41 Km al NE de USHUAIA, Provincia de TIERRA DEL FUEGO;DRSU
673;LAD;2916;FUERTE ESPERANZA;01;19;1022X30;TIERRA;176 mts.;251114,56S;0615812,83W;13 Km al W de FUERTE ESPERANZA, Provincia de CHACO;DRNO
674;LAD;2917;LAGUNA BLANCA;01;19;1200X30;TIERRA;73 mts.;250749,15S;0581304,63W;3 Km al E de LAGUNA BLANCA, Provincia de FORMOSA;DRNE
675;LADA;2918;BALLOON FIESTA ARGENTINA;0;0;240X100;TIERRA;22 mts.;341802,86S;0585829,76W;3,5 Km al NNE de LOS CARDALES, Provincia de BUENOS AIRES;DRCE
676;LAD;2919;DASSETTO;02;20;1000X30;TIERRA;610 mts.;323622,00S;0642337,50W;4 Km al SE de ELENA, Provincia de CÓRDOBA;DRNO
677;LAD;2920;AIRES AGROPECUARIOS;01;19;800X20;TIERRA;433 mts.;321635,68S;0640845,64W;11 Km al S de RÍO TERCERO, Provincia de CÓRDOBA;DRNO
678;LAD;2921;JOSE FARGIONI;03;21;1103X50;TIERRA;61 mts.;323616,34S;0591642,70W;10 Km al SE de GOBERNADOR MANSILLA, Provincia de ENTRE RÍOS;DRCE
679;LAD;2922;ALGARROBO;11;29;890x23;TIERRA;47 mts.;385237,00S;0630741,00W;2 Km al NE de ALGARROBO, Provincia de BUENOS AIRES;DRCE
680;LAD;2924;VOLANDO BAJO;02;20;950x30;TIERRA;97 mts.;303316,22S;0620547,00W;19 Km al NW de MORTEROS, Provincia de CÓRDOBA;DRNO
681;LAD;2925;LOS SAUCES;08;26;666x14;TIERRA;557 mts.;441220,39S;0712202,29W;3 Km al S de RÍO PICO, Provincia de CHUBUT;DRSU
682;LAD;2926;ESTANCIA LOS CISNES;02;20;1100x25;TIERRA;439 mts.;341134,00S;0653116,50W;49 Km al SW de JUSTO DARACT, Provincia de SAN LUIS;DRNO
683;LAD;2927;ESTANCIA LOS CESARES;03;21;740x25;TIERRA;397 mts.;335432,40S;0650955,00W;5,5 Km al SE de JUSTO DARACT, Provincia de SAN LUIS;DRNO
684;LAD;2928;ESTANCIA RIO CLARO;06;24;719x18;TIERRA;224 mts.;542207,00S;0675641,00W;50 Km al NW de TOLHUIN, Provincia de TIERRA DEL FUEGO;DRSU
685;LAD;2929;LA NUEVA ALICANTINA;08;26;942x45;TIERRA;658 mts.;431433,13S;0682007,06W;53 Km al NW de EL MIRASOL, Provincia de CHUBUT;DRSU
686;LAD;2930;ESTANCIA LA CANDELARIA;01;19;1290x20;TIERRA;94 mts.;360752,03S;00621345,60W;19 Km al N de SALAZAR, Provincia de BUENOS AIRES;DRCE
687;LAD;2931;ESTANCIA LA CALDENADA;09;27;1193x20;TIERRA;241 mts.;361138,82S;0644348,04''W;49 Km al SW de EDUARDO CASTEX, Provincia de LA PAMPA;DRCE
688;LAD;2932;ESTANCIA SANTA RITA;03;21;1053x23;TIERRA;103 mts.;361951,24S;0620449,56W;11 Km al SE de SALAZAR, Provincia de BUENOS AIRES;DRCE
689;LAD;2933;ESTANCIA SAN JUAN;13;31;785x30;TIERRA;84 mts.;322211,16S;0592851,44W;6 Km al NE de LUCAS GONZALEZ, Provincia de ENTRE RÍOS;DRCE
690;LAD;2934;VILLA UNIÓN;17;35;1334x30;TIERRA;1198 mts.;291442,00S;0681443,00W;6 Km al NW de VILLA UNIÓN, Provincia de LA RÍOJA;DRNO
691;LAD;2935;LOS TOBAS;01;19;1000x14;TIERRA;118 mts.;264027,00S;0611140,70W;19 Km al S de PAMPA DEL INFIERNO, Provincia de CHACO;DRNE
692;LAD;2936;LA CORONA;10;28;1000x26;TIERRA;117 mts.;270952,00S;0613518,00W;35 Km al NW de GENERAL PINEDO, Provincia de CHACO;DRNE
693;LAD;2937;ESTANCIA LOS PALMARES;08;26;1200x25;TIERRA;53 mts.;294527,99S;0604352,54W;39 Km al SW de LA GALLARETA, Provincia de SANTA FE;DRNE
694;LAD/ LADH;2938;EL FUERTE;18;36;862x20;TIERRA;258 mts.;362739,88S;0644900,32W;45 Km al NW de TOAY, Provincia de LA PAMPA;DRCE
695;LAD;2939;EL PUMA;10;28;1080x20;TIERRA;176 mts.;262810,00S;0615135,00W;"26,5 Km al SW de PAMPA DE LOS GUANACOS,
Provincia de SANTIAGO DEL ESTERO";DRNO
696;LAD;2940;AVIA TERAI;03;21;925x11;TIERRA;102 mts.;264200,74S;0604319,58W;1,5 Km al SE de AVIA TERAI, Provincia de CHACO;DRNE
697;LADH;2941;ET NUEVA SAN JUAN;0;0;15x15;CONCRETO;701 mts.;313357,48S;0683712,06W;8 Km al W de SAN JUAN, Provincia de SAN JUAN;DRNO
698;LADH;2942;SAN CARLOS;0;0;26x26;CONCRETO;957,5 mts.;334628,02S;0690326,32W;1,5 Km al W de SAN CARLOS, Provincia de MENDOZA;DRNO
699;LAD;2943;ESTANCIA DON JUAN;18;36;891x40;TIERRA;81 mts.;322903,05S;0592616,55W;10 Km al NW de GOBERNADOR MANSILLA, Provincia de ENTRE RÍOS;DRCE
700;LAD;2944;ESTABLECIMIENTO LOS LAURELES;02;20;645x34;TIERRA;64 mts.;310436,20S;0610800,73W;3,5 Km al SE de SARMIENTO, Provincia de SANTA FE;DRCE
701;LAD;2945;YAPEYÚ - GENERAL SAN MARTIN;17;35;1000x27;TIERRA;66 mts.;292638,46S;0564925,15W;2,5 Km al NNW de YAPEYÚ, Provincia de CORRIENTES;DRNE
702;LAD;2946;ESTANCIA CERRO BATISTIN;09;27;1076x30;TIERRA;243 mts.;435137,48S;0681833,19W;8 Km al NE de LOS ALTARES, Provincia de CHUBUT;DRSU
703;LADH;2947;GRANADERO BAIGORRIA;0;0;15x15;CONCRETO;30 mts.;325206,70S;0604159,50W;1 Km al SE de GRANADERO BAIGORRIA, Provincia de SANTA FE;DRCE
704;LADH;2948;LOMA CAMPANA;0;0;100x100;CONCRETO;514,5 mts.;382129,16S;0684118,57W;8,5 Km al E de AÑELO, Provincia de NEUQUEN;DRCE
705;LAD;2949;LA PASTO VERDE;01;19;1600x20;TIERRA;122 mts.;280748,00S;0623837,00W;18 Km al SW de VILELAS, Provincia de SANTIAGO DEL ESTERO;DRNO
706;LADH;2950;HECA;0;0;40x40;ASFALTO;29 mts.;325707,00S;0604013,00W;1 Km al W de ROSARÍO, Provincia de SANTA FE;DRCE
707;LAD;2951;MIRALAGO;09;27;1150x16;TIERRA;440 mts.;392143,50S;0684111,30W;14 Km al SE de VILLA EL CHOCON, Provincia de NEUQUEN;DRCE
708;LAD;2952;BANDINI;02;20;1200x28;TIERRA;56 mts.;291933,84S;0595829,99''W;2 Km al NW de MALABRIGO, Provincia de SANTA FE;DRNE
709;LADH;2953;VILLICUM;0;0;20x20;CONCRETO;776 mts.;312400,90S;0683345,50''W;6 Km al NW de VILLA GRAL SAN MARTIN, Provincia de SAN JUAN;DRNO
710;LAD;2954;MANOGASTA;08;26;1453x19;ASFALTO;159 mts.;280313,75S;0640547,50W;23 Km al SW de FORRES, Provincia de SANTIAGO DEL ESTERO;DRNO
711;LAD;2955;SANTA CLARA;14;32;835x18;TIERRA;57 mts.;352141,13S;0602759,16W;26 Km al S de BRAGADO, Provincia de BUENOS AIRES;DRCE
712;LADH;2956;DLIFE;0;0;30x24;CONCRETO;776 mts.;410743,20S;0711555,70W;"4 Km al NW de SAN CARLOS DE BARILOCHE,
Provincia de RÍO NEGRO";DRCE
713;LAD;2957;ESTANCIA SAN MIGUEL;15;33;818x30;TIERRA;7 mts.;390646,10S;0622238,20W;17,5 Km al SE de TTE ORIGONE, Provincia de BUENOS AIRES;DRCE
714;LAD;2958;SAUCE CO;05;23;816x32;TIERRA;105 mts.;362337,15S;0612229,80W;6 Km al NE de URDAMPILLETA, Provincia de BUENOS AIRES;DRCE
715;LAD;2959;GARELLO - PILAR;01;19;865x15;TIERRA;345 mts.;314438,50S;0635546,00W;8 Km al SW de PILAR, Provincia de CÓRDOBA;DRNO
716;LAD;2960;LAHUEN - CÓ;08;26;742x25;TIERRA;1851 mts.;350951,19S;0695317,49W;29 Km al SW de EL SOSNEADO, Provincia de MENDOZA;DRNO
717;LAD;2961;MARTINEZ;02;20;1000x25;TIERRA;105 mts.;261907,73S;0604008,06W;24 Km al W de TRES  ISLETAS, Provincia de CHACO;DRNE
718;LADH;2962;RESIDENCIA OFICIAL DEL GOBERNADOR;0;0;20x20;TIERRA;261 mts.;385815,48S;0680307,30W;2 Km al S de NEUQUEN, Provincia de NEUQUEN;DRCE
719;LAD;2963;OLIVEROS - GARNERO;17;35;1000x20;TIERRA;25 mts.;323259,30S;0605007,20W;3 Km al NE de OLIVEROS, Provincia de SANTA FE;DRCE
720;LAD;2964;CARAGUATAY;16;34;1200x30;TIERRA;163,5 mts.;263912,81S;0544459,86W;2 Km al SE de CARAGUATAY, Provincia de MISIONES;DRNE
721;LAD;2965;LA MODESTA;05;23;688x30;TIERRA;12,5 mts.;383856,79S;0590021,91W;25 Km al SW de NECOCHEA, Provincia de BUENOS AIRES;DRCE
722;LAD;2966;ESTANCIA LOS GUANACOS;06;24;1605x35;TIERRA;772 mts.;443335,88S;0705155,92W;60 Km al SW de GOBERNADOR COSTA, Provincia de CHUBUT;DRSU
723;LAD;2967;LAS ROSAS;03;21;745x14;TIERRA;24,5 mts.;353031,09S;0585225,05W;9,5 Km al SW de SAN MIGUEL DEL MONTE, Provincia de BUENOS AIRES;DRCE
724;LAD;2968;AERO-CAMILO;02;20;800x25;TIERRA;105 mts.;330730,20S;0620436,50W;2 Km al E de CAMILO ALDAO, Provincia de CÓRDOBA;DRCE
725;LAD;2969;EL ROSARITO;02;20;885x30;TIERRA;59 mts.;294211,80S;0600917,32W;9 Km al E de MARGARITA, Provincia de SANTA FE;DRNE
726;LAD;2970;ESTABLECIMIENTO DOS HERMANOS;11;29;1022x40;TIERRA;100 mts.;304819,18S;0614953,85W;28,5 Km al NW de SUNCHALES, Provincia de SANTA FE;DRNO
727;LAD;2971;SOCIEDAD RURAL DE FEDERAL;12;30;725x30;TIERRA;63,5 mts.;305847,72S;0584717,64W;3 Km al S de FEDERAL, Provincia de ENTRE RÍOS;DRCE
728;LAD;2972;CAPIQUI;02;20;1100x40;TIERRA;126,5 mts.;335410,67S;0623637,97W;33 Km al SE de ALEJO LEDESMA, Provincia de CÓRDOBA;DRCE
729;LAD;2973;LA LILIANA;07;25;827x50;TIERRA;1035 mts.;331302,30S;0660437,80W;26 Km al NE de SAN LUIS, Provincia de SAN LUIS;DRNO
730;LAD;2974;EL PALMAR;02;20;1000x60;TIERRA;39 mts.;315211,39S;0581540,60W;35 Km al NE de VILLA ELISA, Provincia de ENTRE RÍOS;DRCE
731;LAD;2975;DON NICOLAS;02;20;800x30;TIERRA;93 mts.;314232,41S;0595332,61W;4,5 Km al SW de MARIA GRANDE, Provincia de ENTRE RÍOS;DRCE
732;LAD;2976;ARITA;09;27;3050x30;TIERRA;3469 mts.;245732,79S;0674051,67W;50 Km al SW de TOLAR GRANDE, Provincia de SALTA;DRNO
733;LAD;2977;SAN ANTONIO DE ARECO / JUANA;07;25;910x30;TIERRA;46 mts.;341120,27S;0593013,34W;7 Km al NE de SAN ANTONIO DE ARECO, Provincia de BUENOS AIRES;DRCE
734;LAD;2978;LA PRADERA;03;21;1374x14;TIERRA;144 mts.;261948,40S;061352,30W;18 Km al NW de LOS FRENTONES, Provincia de CHACO;DRNE
735;LAD;2979;ANGEL HIPOLITO MAZA;15;33;1000x30;TIERRA;167 mts.;250954,60S;0614936,75W;1,5 Km al SE de FUERTE ESPERANZA, Provincia de CHACO;DRNE
736;LAD;2980;LA ESQUINA;02;20;1280x40;TIERRA;394 mts.;234738,54S;0640658,84W;53 Km al SE de PICHINAL, Provincia de SALTA;DRNO
737;LAD;2981;LAGUNA YEMA;05;23;1500X30;TIERRA;157 mts.;241828,17S;0611706,60''W;7 Km al SW de LAGUNA YEMA, Provincia de FORMOSA;DRNE
738;LAD/ LADH;2982;AZUL HORIZONTE;01;19;678x20;TIERRA;200 mts.;370325,00S;0595532,50W;31,5 Km al SW de AZUL, Provincia de BUENOS AIRES;DRCE
739;LAD;2983;PALMAR LARGO;01;19;1000x20;TIERRA;200,5 mts.;231103,44''S;0620217,46''W;4 Km al SW de EL POTRILLO, Provincia de FORMOSA;DRNE
740;LAD;2984;SANTA TERESA;01;19;1440x30;TIERRA;112 mts.;272717,19S;0612940,31W;3 Km al SW de GENERAL CAPDEVILA, Provincia de CHACO;DRNE
741;LAD;2985;FORTIN LUGONES;03;21;1100X30;TIERRA;120 mts.;241801,88S;0594951,14'W;1,5 Km al S de FORTIN LUGONES, Provincia de FORMOSA;DRNE
742;LAD;2986;LA EMILIA;03;21;1185x30;TIERRA;147 mts.;263835,10S;0613215,18W;28 Km al SW de LOS FRENTONES, Provincia de CHACO;DRNE
743;LAD;2987;INGENIERO JUÁREZ;01;19;1500X30;ASFALTO;179 mts.;235421,27S;0614912,26W;3,5 Km al E de INGENIERO JÚAREZ, Provincia de FORMOSA;DRNE
744;LADH;2988;CIRCUITO LA ZAPATILLA;0;0;65X65;TIERRA;17 mts.;325437,00S;0604051,00W;5 Km al N de ROSARÍO, Provincia de SANTA FE;DRCE
745;LAD;2989;EL CHOLI;11;29;700x30;TIERRA;80,5 mts.;312928,05S;0593550,05W;25 Km al NE de HASENKAMP, Provincia de ENTRE RÍOS;DRCE
746;LAD;2990;RUBCICH;01;19;1031x35;TIERRA;130 mts.;260153,88S;0610414,72W;46 Km al SW de JUAN JOSE CASTELLI, Provincia de CHACO;DRNE
747;LAD;2991;ESTANCIA LOS CRISPINES;06;24;807x24;TIERRA;486 mts.;335707,00S;0653111,60W;16,5 Km al SE de LAS ISLETAS, Provincia de SAN LUIS;DRNO
748;LAD;2992;ESTANCIA SAN MIGUEL;02;20;887x45;TIERRA;127 mts.;335944,00S;0625025,00W;14 Km al SE de LA CESIRA, Provincia de CÓRDOBA;DRCE
749;LAD;2993;LA LONJA;01;19;1000x50;TIERRA;119 mts.;264240,80S;0611854,70W;27 Km al S de PAMPA DEL INFIERNO, Provincia de CHACO;DRNO
750;LAD;2995;LA TILA;10;28;1650x40;TIERRA;83,5 mts.;273424,64S;0611758,96W;5,5 Km al NE de CAMPO HERMOSO, Provincia de CHACO;DRNE
751;LAD;2996;ESTANCIA SAN FRANCISCO;02;20;800x30;TIERRA;123 mts.;335818,01S;0624251,92W;15 Km al SE de PUEBLO ITALIANO, Provincia de CÓRDOBA;DRCE
752;LAD;2997;SAN ISIDRO;09;27;1105x30;TIERRA;707 mts.;244104,70S;0650059,69W;2 Km al SE de GRAL MARTÍN DE GÜEMES, Provincia de SALTA;DRNO
753;LAD;2998;LA HORTENSIA;15;33;740x30;TIERRA;202 mts.;374813,00S;0600033,00W;23 Km al SW de BENITO JUAREZ, Provincia de BUENOS AIRES;DRCE
754;LAD;2999;SAN BAUTISTA DEL SUR;14;32;1000x30;TIERRA;241 mts.;381759,56S;0620831,34W;24 Km al SE de TORNQUIST, Provincia de BUENOS AIRES;DRCE
755;LAD;3000;ESTABLECIMIENTO MARI-PETE;02;20;1000x23;TIERRA;360 mts.;334230,80S;0644058,60W;11 Km al SW de CORONEL MOLDES, Provincia de CÓRDOBA;DRNO
756;LAD;3001;LA ELISA;17;35;912x35;TIERRA;107 mts.;344756,79S;0622057,15W;11 Km al NE de AMEGHINO, Provincia de BUENOS AIRES;DRCE
757;LAD;3002;ESTANCIA LA CORONITA;18;36;1280x40;TIERRA;87,5 mts.;352553,04S;0612431,15W;21 Km al N de CARLOS CASARES, Provincia de BUENOS AIRES;DRCE
758;LAD;3003;DR. VICENTE CICARELLI;04;22;780x20;TIERRA;838 mts.;242438,57S;0641816,34W;38 Km al E de SANTA CLARA, Provincia de JUJUY;DRNO
759;LAD;3004;10 DE MAYO;14;32;1110x30;TIERRA;112 mts.;270537,82S;0613421,55W;38 Km al NW de GENERAL PINEDO, Provincia de CHACO;DRNE
